"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Consumer Lifespan Days","consumer_lifespan_days","number","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","0%","",""
"Create Date","createdate","datetime","Date the deal was created. This property is set automatically by HubSpot.","dealinformation","false","","false","true","false","false","false","true","HubSpot","Report (20)","100%","",""
"Current Signaled Tokens","current_signaled_tokens","number","The sum of all the tokens is currently signaled to a studio user's subgraphs.","dealinformation","true","","false","false","false","false","false","false","Edge Node","Rollup property (1); Properties v3 card (1)","1.33%","",""
"Days to close","days_to_close","number","The number of days the deal took to close","dealinformation","false","","true","true","false","false","false","true","HubSpot","Properties v3 card (1)","100%","",""
"Deal Name","dealname","string","The name given to this deal.","dealinformation","false","","false","true","false","false","false","true","HubSpot","Inbounddb lists (1); Object requirement (1); Report (11); Integration (1); Sales view (9)","100%","",""
"Deal Type","dealtype","enumeration","The type of deal. By default, categorize your deal as either a New Business or Existing Business.","dealinformation","false","New Business (newbusiness); Existing Business (existingbusiness)","false","true","false","false","false","true","HubSpot","Properties v3 card (1)","0.01%","",""
"Deployment IDs","deployment_ids","string","A list of all deployment IDs associated with a Studio user. ","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","5.01%","",""
"Deal Description","description","string","Description of the deal","dealinformation","false","","false","true","false","false","false","true","HubSpot","Properties v3 card (1)","0.01%","",""
"Event Date","event_date","datetime","","dealinformation","true","","false","false","false","false","false","false","Edge Node","","0.02%","",""
"Event Type","event_type","enumeration","","dealinformation","true","Event; Offsite","false","false","false","false","false","false","Edge Node","","0.02%","",""
"Fixed Tier","fixed_tiere","string","Fixed tier based on 125 in each tier","dealinformation","true","","false","false","false","false","false","false","E&N Developer Account Operations","","0.65%","",""
"GitHub URL","github_url","string","","dealinformation","false","","false","false","false","false","false","false","Edge Node","Properties v3 card (2)","0.92%","",""
"Deal Collaborator","hs_all_collaborator_owner_ids","enumeration","Owner ids of the users involved in closing the deal","dealinformation","false","","false","true","false","true","false","true","HubSpot","Inbounddb lists (1)","0.08%","",""
"Closed won count","hs_closed_won_count","number","This property is 1 if the deal is closed won, otherwise 0.","dealinformation","false","","true","true","true","false","false","true","HubSpot","Report (3)","100%","",""
"Created by user ID","hs_created_by_user_id","number","The user who created this record. This value is set automatically by HubSpot.","dealinformation","false","","true","true","false","true","false","true","HubSpot","","99.96%","",""
"Deal Score","hs_deal_score","number","The predictive deal score calculated by Hubspot AI to score the deal health","dealinformation","false","","true","true","false","false","false","true","HubSpot","","94.49%","",""
"Deal probability","hs_deal_stage_probability","number","The probability a deal will close. This defaults to the deal stage probability setting.","dealinformation","false","","false","true","false","false","false","true","HubSpot","Report (4); Properties v3 card (1)","100%","",""
"Forecast amount","hs_forecast_amount","number","The custom forecasted deal value calculated by multiplying the forecast probability and deal amount in your company’s currency.","dealinformation","false","","true","true","true","false","false","true","HubSpot","","5.56%","",""
"Forecast probability","hs_forecast_probability","number","The custom percent probability a deal will close.","dealinformation","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Is Deal Closed?","hs_is_closed","bool","True if the deal was won or lost.","dealinformation","false","True (true); False (false)","true","true","true","false","false","true","HubSpot","Pipeline object tag (2)","100%","",""
"Is Closed (numeric)","hs_is_closed_count","number","This property is 1 if the deal is closed (""Closed Won"" or ""Closed Lost""), otherwise 0","dealinformation","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Is Open (numeric)","hs_is_open_count","number","This property is 1 if the deal is not closed won or closed lost, otherwise 0","dealinformation","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Forecast category","hs_manual_forecast_category","enumeration","The likelihood a deal will close. This property is used for manual forecasting your deals.","dealinformation","false","Not forecasted (OMIT) [READ-ONLY]; Pipeline (PIPELINE); Best case (BEST_CASE); Commit (COMMIT); Closed won (CLOSED) [READ-ONLY]","false","true","false","false","false","true","HubSpot","","0%","",""
"Merged Deal IDs","hs_merged_object_ids","enumeration","The list of Deal record IDs that have been merged into this Deal. This value is set automatically by HubSpot.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0.41%","",""
"Next Meeting ID","hs_next_meeting_id","number","","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Next Meeting Name","hs_next_meeting_name","string","","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Next Meeting Start Time","hs_next_meeting_start_time","datetime","","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Next step","hs_next_step","string","A short description of the next step for the deal","dealinformation","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Number of Associated Line Items","hs_num_of_associated_line_items","number","The number of line items associated with this deal","dealinformation","false","","true","true","true","false","false","true","HubSpot","","100%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","dealinformation","false","","true","true","false","false","false","true","HubSpot","Report (1); Sales view (1); Properties v3 card (1)","100%","",""
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","99.49%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","dealinformation","false","","true","true","false","true","false","true","HubSpot","Properties v3 card (1)","100%","",""
"Priority","hs_priority","enumeration","","dealinformation","false","Low (low); Medium (medium); High (high)","false","true","false","false","false","true","HubSpot","","0.09%","",""
"Weighted amount","hs_projected_amount","number","Returns the multiplication of the amount times the probability of the deal closing.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","5.56%","",""
"Weighted amount in company currency","hs_projected_amount_in_home_currency","number","The deal’s amount in home currency multiplied by its probability of closing, which is determined based on the deal’s stage and the probability that was assigned to it in deal pipeline settings.","dealinformation","false","","true","true","false","false","false","true","HubSpot","","5.56%","",""
"Deal Tags","hs_tag_ids","enumeration","List of tag ids applicable to a deal. This property is set automatically by HubSpot.","dealinformation","false","","true","true","false","true","false","true","HubSpot","Report (2); Sales view (2); Properties v3 card (1)","95.28%","",""
"Updated by user ID","hs_updated_by_user_id","number","The user who last updated this record. This value is set automatically by HubSpot.","dealinformation","false","","true","true","false","true","false","true","HubSpot","","99.96%","",""
"Deal owner","hubspot_owner_id","enumeration","User the deal is assigned to. Assign additional users to a deal record by creating a custom user property.","dealinformation","false","","false","true","false","true","false","true","HubSpot","Inbounddb lists (4); Automation platform flow (2); Object requirement (1); Report (16); Integration (1); Association card (1); Sales view (9); Properties v3 card (1)","2.62%","",""
"HubSpot Team","hubspot_team_id","enumeration","Primary team of the deal owner. This property is set automatically by HubSpot.","dealinformation","false","","true","true","false","true","false","true","HubSpot","Report (2)","2.62%","",""
"Is EVM?","is_evm_","enumeration","Is this an EVM or non-EVM deal?","dealinformation","true","EVM; non-EVM","false","false","false","false","false","false","E&N Developer Account Operations","Properties v3 card (1)","0.15%","",""
"Last grant","last_grant","date","last date grant received","dealinformation","true","","false","false","false","false","false","false","Christina Mills","","0%","",""
"[If External] Lead provided by","lead_provided_by","enumeration","Information on which core dev provided the lead (if applicable)","dealinformation","true","StreamingFast; Pinax","false","false","false","false","false","false","Felix von Hanstein","Report (1); Properties v3 card (1)","0%","",""
"Number of Associated Contacts","num_associated_contacts","number","The number of contacts associated with this deal. This property is set automatically by HubSpot.","dealinformation","false","","true","true","true","false","false","true","HubSpot","Pipeline object tag (1)","100%","",""
"Number of Associated Companies","number_of_associated_companies","number","The number of companies associated with this deal. ","dealinformation","false","","true","false","true","false","false","false","Edge Node","Inbounddb lists (1); Automation platform flow (2); Sales view (1)","100%","",""
"Sunrise Count of Subgraphs for Curation","number_of_subgraphs_curating","number","How many Subgraphs will we curate for this dapp","dealinformation","true","","false","false","false","false","false","false","Unknown user","","0.01%","",""
"Studio Org Name","org_name_listed","string","The organization name listed for the studio wallet address","dealinformation","true","","false","false","false","false","false","false","Edge Node","Inbounddb lists (1); Properties v3 card (1)","1.35%","",""
"Ecosystem Partner(s)","partner_s_","enumeration","Ecosystem partners who are needed for the deal","dealinformation","true","Pinax; StreamingFast","false","false","false","false","false","false","E&N Developer Account Operations","Report (8); Pipeline board view (1); Properties v3 card (2)","0.14%","",""
"PMM Interview Type","pmm_interview_type","enumeration","Sub-category of PMM Interview to filter for specific types of interviews","dealinformation","true","DIPs; Usage Spotlight (Upgrade Experience)","false","false","false","false","false","false","Felix von Hanstein","","0%","",""
"Powered by Substreams","powered_by_substreams","enumeration","","dealinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","0%","",""
"Query usage","query_usage","string","Domain Queries & Upper Queries","dealinformation","true","","false","false","false","false","false","false","Christina Mills","","0%","",""
"Studio Email","studio_email","string","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","47.34%","",""
"Studio Publisher Wallet","studio_publisher_wallet","string","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","32.81%","",""
"Studio User Wallet","studio_user_wallet","string","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Pipeline object tag (1); Properties v3 card (1)","97.87%","",""
"Subgraph Count","subgraph_count","number","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Inbounddb lists (1); Automation platform flow (1); Report (1); Sales view (1); Pipeline object tag (2); Properties v3 card (1)","33.23%","",""
"Subgraph Optimizations","subgraph_optimizations","enumeration","Edge&Node BD can introduce projects to BuildersDAO (DataNexus) for a subgraphs optimization service.","dealinformation","true","Eligible (eligible); Reached Out (reached_out); Interested (interested); BuildersDAO Intro done (buildersdao_intro_done); Work in Progress (work_in_progress); Confirmed Complete (confirmed_complete)","false","false","false","false","false","false","Felix von Hanstein","Properties v3 card (1)","0.05%","",""
"Sunrise Curation GRT Amount","sunrise_curation_grt_amount","number","The total amount of GRT budgeted for curation assistance. Note, average is 3K GRT per subgraph but some subgraphs required up to 10K GRT.","dealinformation","true","","false","false","false","false","false","false","Unknown user","","0%","",""
"Sunrise Curation Offer","sunrise_curation_offer","enumeration","They were offered curation support for Sunrise","dealinformation","true","Offered; Not Offered; Not Eligible; Accepted; Rejected","false","false","false","false","false","false","Unknown user","","0.02%","",""
"Sunrise Query Promo Start Date","sunrise_query_promo_start_date","date","What date should free queries start for this wallet address?","dealinformation","true","","false","false","false","false","false","false","Unknown user","Report (1)","0.01%","",""
"Sunrise Query Promotion","sunrise_query_promotion","enumeration","This deal was offered the sunrise query promotion","dealinformation","true","Not Eligible; Not Offered  (Not Offered); Offered (Offerred); Accepted; Rejected","false","false","false","false","false","false","Unknown user","Report (1)","0.02%","",""
"Target Account (deal)","target_account","enumeration","Accounts we are targeting as Studio Users","dealinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","0.05%","",""
"Deal Tier","tier","enumeration","Priority of the deal based on the amount of query volume, brand benefit, etc. ","dealinformation","true","Tier 1; Tier 2; Tier 3; Premium Service (Premium); Solana; Asia","false","false","false","false","false","false","Christina Mills","Inbounddb lists (4); Automation platform flow (3); Object requirement (1); Report (1); Sales view (7); Pipeline object tag (1); Properties v3 card (1)","3.16%","",""
"Top Account (Deal)","top_account","enumeration","","dealinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Edge Node","Inbounddb lists (1); Automation platform flow (1); Report (1); Sales view (2); Pipeline object tag (1); Properties v3 card (1)","0.05%","",""
"Total Event Expenses","total_event_expenses","number","","dealinformation","true","","false","false","false","false","false","false","Edge Node","","0.02%","",""
"User type","user_type","enumeration","Is the user (customer) a subgraph developer or a third party data consumer?","dealinformation","true","Subgraph Developer (subgraph_developer); Data Consumer (3rd Party) (data_consumer__3rd_party_)","false","false","false","false","false","false","Marian Walter","Properties v3 card (1)","0.01%","",""
"GRT Receiving Wallet Address","wallet_address","string","The wallet used to receive GRT on Arbitrum.","dealinformation","true","","false","false","false","false","false","false","Christina Mills","Properties v3 card (1)","0%","",""
"Wallet for Sunrise Query Promotion","wallet_for_sunrise_query_promotion","string","Please enter the wallet address the dapp has shared to be eligible for the query promotion","dealinformation","true","","false","false","false","false","false","false","Unknown user","Report (1)","0.01%","",""
"Wallet GRT Balance","wallet_grt_balance","number","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","25.64%","",""
"Website URL","website_url","string","","dealinformation","true","","false","false","false","false","false","false","Edge Node","Properties v3 card (1)","3%","",""
"Cumulative time in ""Appointment Scheduled (Substreams User)""","hs_v2_cumulative_time_in_1008211814","number","The cumulative time in seconds spent by the deal in the 'Appointment Scheduled' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Qualified To Buy (Substreams User)""","hs_v2_cumulative_time_in_1008211815","number","The cumulative time in seconds spent by the deal in the 'Qualified To Buy' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Presentation Scheduled (Substreams User)""","hs_v2_cumulative_time_in_1008211816","number","The cumulative time in seconds spent by the deal in the 'Presentation Scheduled' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Decision Maker Bought-In (Substreams User)""","hs_v2_cumulative_time_in_1008211817","number","The cumulative time in seconds spent by the deal in the 'Decision Maker Bought-In' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Sent (Substreams User)""","hs_v2_cumulative_time_in_1008211818","number","The cumulative time in seconds spent by the deal in the 'Contract Sent' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Won (Substreams User)""","hs_v2_cumulative_time_in_1008211819","number","The cumulative time in seconds spent by the deal in the 'Closed Won' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost (Substreams User)""","hs_v2_cumulative_time_in_1008211820","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'Substreams User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Lead (BD) (Chain Integration)""","hs_v2_cumulative_time_in_1008410399","number","The cumulative time in seconds spent by the deal in the 'Lead (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Inquiries & Leads (HOW3)""","hs_v2_cumulative_time_in_1017383457","number","The cumulative time in seconds spent by the deal in the 'Inquiries & Leads' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Response Sent (HOW3)""","hs_v2_cumulative_time_in_1017383458","number","The cumulative time in seconds spent by the deal in the 'Response Sent' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Proposal Sent (HOW3)""","hs_v2_cumulative_time_in_1017383459","number","The cumulative time in seconds spent by the deal in the 'Proposal Sent' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Signed (HOW3)""","hs_v2_cumulative_time_in_1017383460","number","The cumulative time in seconds spent by the deal in the 'Contract Signed' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract Sent (HOW3)""","hs_v2_cumulative_time_in_1017383461","number","The cumulative time in seconds spent by the deal in the 'Contract Sent' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed Lost (HOW3)""","hs_v2_cumulative_time_in_1017462692","number","The cumulative time in seconds spent by the deal in the 'Closed Lost' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Paid (HOW3)""","hs_v2_cumulative_time_in_1018739339","number","The cumulative time in seconds spent by the deal in the 'Paid' stage, 'HOW3' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Hold (Studio User)""","hs_v2_cumulative_time_in_1050698117","number","The cumulative time in seconds spent by the deal in the 'Hold' stage, 'Studio User' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Reached Out (BD) (Chain Integration)""","hs_v2_cumulative_time_in_135954722","number","The cumulative time in seconds spent by the deal in the 'Reached Out (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.12%","",""
"Cumulative time in ""Discovery Complete (BD) (Chain Integration)""","hs_v2_cumulative_time_in_135954723","number","The cumulative time in seconds spent by the deal in the 'Discovery Complete (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.1%","",""
"Cumulative time in ""Negotiating (BD) (Chain Integration)""","hs_v2_cumulative_time_in_135954724","number","The cumulative time in seconds spent by the deal in the 'Negotiating (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Cumulative time in ""Proposal Sent (BD) (Chain Integration)""","hs_v2_cumulative_time_in_135954725","number","The cumulative time in seconds spent by the deal in the 'Proposal Sent (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.1%","",""
"Cumulative time in ""Signed (Legal) (Chain Integration)""","hs_v2_cumulative_time_in_135954726","number","The cumulative time in seconds spent by the deal in the 'Signed (Legal)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Cumulative time in ""Paid (Finance) (Chain Integration)""","hs_v2_cumulative_time_in_135954727","number","The cumulative time in seconds spent by the deal in the 'Paid (Finance)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Cumulative time in ""Non-EVM: Firehose Integrated (SE) (Chain Integration)""","hs_v2_cumulative_time_in_135954728","number","The cumulative time in seconds spent by the deal in the 'Non-EVM: Firehose Integrated (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Cumulative time in ""Published and curated ([Archived] Subgraph upgrade grants)""","hs_v2_cumulative_time_in_136059794","number","The cumulative time in seconds spent by the deal in the 'Published and curated' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Cumulative time in ""Connected to production ([Archived] Subgraph upgrade grants)""","hs_v2_cumulative_time_in_136059795","number","The cumulative time in seconds spent by the deal in the 'Connected to production' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""RPC Provided (SE) (Chain Integration)""","hs_v2_cumulative_time_in_136845875","number","The cumulative time in seconds spent by the deal in the 'RPC Provided (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Cumulative time in ""Using different solution ([Archived] Subgraph upgrade grants)""","hs_v2_cumulative_time_in_137968473","number","The cumulative time in seconds spent by the deal in the 'Using different solution' stage, '[Archived] Subgraph upgrade grants' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Appointment scheduled ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861458","number","The cumulative time in seconds spent by the deal in the 'Appointment scheduled' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
"Cumulative time in ""Qualified to buy ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861459","number","The cumulative time in seconds spent by the deal in the 'Qualified to buy' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Presentation scheduled ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861460","number","The cumulative time in seconds spent by the deal in the 'Presentation scheduled' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Verbal commitment given ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861461","number","The cumulative time in seconds spent by the deal in the 'Verbal commitment given' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Contract sent ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861462","number","The cumulative time in seconds spent by the deal in the 'Contract sent' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed won ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861463","number","The cumulative time in seconds spent by the deal in the 'Closed won' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Closed lost ([Archived] Premium Service)""","hs_v2_cumulative_time_in_145861464","number","The cumulative time in seconds spent by the deal in the 'Closed lost' stage, '[Archived] Premium Service' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Outreach Pending ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175821091","number","The cumulative time in seconds spent by the deal in the 'Outreach Pending' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.52%","",""
"Cumulative time in ""Initial Comms Sent ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175882633","number","The cumulative time in seconds spent by the deal in the 'Initial Comms Sent' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.11%","",""
"Cumulative time in ""First Subgraph Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175882635","number","The cumulative time in seconds spent by the deal in the 'First Subgraph Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.12%","",""
"Cumulative time in ""Majority Subgraphs Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175882636","number","The cumulative time in seconds spent by the deal in the 'Majority Subgraphs Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.42%","",""
"Cumulative time in ""Majority Traffic Upgraded ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175882637","number","The cumulative time in seconds spent by the deal in the 'Majority Traffic Upgraded' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.19%","",""
"Cumulative time in ""Closed Upgrade Complete ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175882638","number","The cumulative time in seconds spent by the deal in the 'Closed Upgrade Complete' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Cumulative time in ""Closed Account Lost ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_175897379","number","The cumulative time in seconds spent by the deal in the 'Closed Account Lost' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.02%","",""
"Cumulative time in ""Not Prioritizing ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_176125761","number","The cumulative time in seconds spent by the deal in the 'Not Prioritizing' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.28%","",""
"Cumulative time in ""No Known Contact ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_176228872","number","The cumulative time in seconds spent by the deal in the 'No Known Contact' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Cumulative time in ""Verbal Commitment Received ([Archived] Sunbeam Upgrades)""","hs_v2_cumulative_time_in_177113452","number","The cumulative time in seconds spent by the deal in the 'Verbal Commitment Received' stage, '[Archived] Sunbeam Upgrades' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Cumulative time in ""Integrating (SE) (Chain Integration)""","hs_v2_cumulative_time_in_213652827","number","The cumulative time in seconds spent by the deal in the 'Integrating (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Cumulative time in ""PRs pending merge/release (SE) (Chain Integration)""","hs_v2_cumulative_time_in_214299818","number","The cumulative time in seconds spent by the deal in the 'PRs pending merge/release (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Cumulative time in ""Testing (SE) (Chain Integration)""","hs_v2_cumulative_time_in_214299819","number","The cumulative time in seconds spent by the deal in the 'Testing (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.05%","",""
"Cumulative time in ""Studio Integration Done (SE) (Chain Integration)""","hs_v2_cumulative_time_in_214299820","number","The cumulative time in seconds spent by the deal in the 'Studio Integration Done (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.07%","",""
"Cumulative time in ""Comarketing (Marketing) (Chain Integration)""","hs_v2_cumulative_time_in_214299821","number","The cumulative time in seconds spent by the deal in the 'Comarketing (Marketing)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.06%","",""
"Cumulative time in ""Chain Docs In Progress (SE) (Chain Integration)""","hs_v2_cumulative_time_in_214299822","number","The cumulative time in seconds spent by the deal in the 'Chain Docs In Progress (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Cumulative time in ""Indexing Rewards Inquiry (Foundation) (Chain Integration)""","hs_v2_cumulative_time_in_214299823","number","The cumulative time in seconds spent by the deal in the 'Indexing Rewards Inquiry (Foundation)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Cumulative time in ""Indexing Rewards Enabled (SE) (Chain Integration)""","hs_v2_cumulative_time_in_214299824","number","The cumulative time in seconds spent by the deal in the 'Indexing Rewards Enabled (SE)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.04%","",""
"Cumulative time in ""Completed (BD) (Chain Integration)""","hs_v2_cumulative_time_in_214299825","number","The cumulative time in seconds spent by the deal in the 'Completed (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.03%","",""
"Cumulative time in ""Deprecated (BD) (Chain Integration)""","hs_v2_cumulative_time_in_214299826","number","The cumulative time in seconds spent by the deal in the 'Deprecated (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Rejected by us (BD) (Chain Integration)""","hs_v2_cumulative_time_in_214299827","number","The cumulative time in seconds spent by the deal in the 'Rejected by us (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Cumulative time in ""Rejected by Chain (BD) (Chain Integration)""","hs_v2_cumulative_time_in_214299828","number","The cumulative time in seconds spent by the deal in the 'Rejected by Chain (BD)' stage, 'Chain Integration' pipeline","dealstages","false","","true","true","false","false","false","true","HubSpot","","0.01%","",""
